step,train_loss,val_loss,val_perplexity,lr,accumulated_time,train_tokens_per_sec,peak_vram_gb
500,9.688020092010499,7.841514078776042,2544.0538171492085,3.75e-05,99.43923571400228,164763.93731667558,14.315825462341309
1000,7.451282576084137,7.100121053059896,1212.113795695783,7.5e-05,199.5032281409949,163735.2218576915,14.315825462341309
1500,6.863074079990387,6.587416585286459,725.9031366175288,0.0001125,300.1736118219851,162748.9575476191,14.315825462341309
2000,6.434743701934814,6.225553894042969,505.5029600055912,0.00015,400.46905625099316,163357.36975169452,14.315825462341309
2500,6.114129380702972,5.923441569010417,373.69560251821605,0.00018749999999999998,500.46631553399493,163844.4905138022,14.315825462341309
3000,5.825232414722443,5.619721476236979,275.81255218571937,0.000225,601.1123389449785,162788.3491541107,14.315825462341309
3500,5.541828874588012,5.339095052083334,208.32410249930632,0.0002625,701.4549286049732,163280.6174877116,14.315825462341309
4000,5.291274494171143,5.110718790690104,165.78947999032258,0.0002999999999999999,801.1784166419529,164294.2933757436,14.315825462341309
4500,5.08418466424942,4.93154296875,138.59319241158462,0.00029975369982014784,901.2855409359618,163664.67537196595,14.315825462341309
5000,4.9286142959594725,4.809059651692708,122.61626129449641,0.00029901569800323726,1001.3267510969599,163772.50908533522,14.315825462341309
5500,4.82836273932457,4.705679829915365,110.57343052738818,0.00029778868743786434,1100.776886144944,164745.87985320302,14.315825462341309
6000,4.727225423336029,4.621192423502604,101.61512818337268,0.000296077145352517,1199.949681767932,165206.59619483637,14.315825462341309
6500,4.667373198986054,4.554043579101562,95.01583663244472,0.00029388731697865356,1299.5102514919417,164563.14026142887,14.315825462341309
7000,4.6011828002929684,4.4967493693033855,89.72499392290034,0.000291227192762531,1398.7457721219398,165102.17204470688,14.315825462341309
7500,4.537287004709244,4.448374430338542,85.4878645121532,0.0002881064792089321,1498.001987868949,165067.7479157639,14.315825462341309
8000,4.4938556098937985,4.4054931640625,81.89952278675504,0.0002845365634631833,1597.4376241019345,164769.9016237098,14.315825462341309
8500,4.473558287858963,4.363261922200521,78.51281989355364,0.00028053047176069537,1696.4432032929326,165485.62347574937,14.315825462341309
9000,4.432389921188355,4.334844970703125,76.31312720220984,0.0002761028218956435,1795.540362988948,165332.69016244874,14.315825462341309
9500,4.397498724222183,4.297906494140625,73.54566414151024,0.0002712697698822217,1894.8254545619711,165019.74002763268,14.315825462341309
10000,4.3522563307285305,4.271949259440104,71.66118580819692,0.0002660489510030986,1994.1025224619661,165033.0770899089,14.315825462341309
10500,4.337888769388199,4.250702412923177,70.1546725927962,0.00026045941546018383,2093.1151909619803,165473.774701847,14.315825462341309
11000,4.317208835601806,4.22409413655599,68.31259363049047,0.00025452155886250734,2192.481982761994,164884.0593844928,14.315825462341309
11500,4.28958206820488,4.203374989827474,66.91177695465645,0.0002482570478048533,2291.875007412018,164840.541453389,14.315825462341309
12000,4.2730108590126035,4.178792317708333,65.28695967935485,0.00024168874080870599,2391.308216816018,164773.92310079545,14.315825462341309
12500,4.247142661809921,4.163851420084636,64.31876476002094,0.00023484060491398362,2490.8858673150244,164534.91238140332,14.315825462341309
13000,4.235876245260239,4.153012084960937,63.62535694299343,0.0002277376282259087,2590.184604972019,164997.0622647279,14.315825462341309
13500,4.213076280355454,4.130265808105468,62.19445252741058,0.00022040572873612216,2690.0702733329963,164027.53536963643,14.315825462341309
