step,train_loss,val_loss,val_perplexity,lr,accumulated_time,train_tokens_per_sec,peak_vram_gb
500,9.761505176067352,7.725184631347656,2264.670678063499,3.75e-05,185.57514514299965,88287.68522516791,12.273783683776855
1000,7.207387335300446,6.781439208984375,881.3362388128962,7.5e-05,264.5379638669997,207490.06006570318,12.273783683776855
1500,6.484132211208344,6.175141398111979,480.6509822574176,0.0001125,344.31203176699955,205380.0242522173,12.273783683776855
2000,5.995859178543091,5.76553955078125,319.11117427895596,0.00015,424.03243229199916,205518.28505756345,12.273783683776855
2500,5.641688838005066,5.437176005045573,229.79233391505727,0.00018749999999999998,503.7494871669992,205526.91046716235,12.273783683776855
3000,5.362054821014405,5.165910847981771,175.19696371911516,0.000225,583.1552339919995,206332.67307602006,12.273783683776855
3500,5.118218953132629,4.9520314534505205,141.46204578705792,0.0002625,662.7624727409998,205810.4295220985,12.273783683776855
4000,4.934247166633606,4.776431783040365,118.68011721053169,0.0003,742.8963208250002,204457.921237296,12.273783683776855
4500,4.77490437078476,4.635133361816406,103.04165890174941,0.00029975369982014784,823.0897308210001,204306.06456088155,12.273783683776855
5000,4.645755534887313,4.52061767578125,91.89234012520548,0.00029901569800323726,903.2634675459999,204356.19779327483,12.273783683776855
5500,4.543158479690552,4.42791748046875,83.7568099695541,0.00029778868743786434,983.62350001,203882.4462563494,12.273783683776855
6000,4.457342742919922,4.354760233561198,77.84815772343923,0.000296077145352517,1063.4902434510009,205141.70597306488,12.273783683776855
6500,4.384784264802933,4.290752156575521,73.02137135389037,0.0002938873169786536,1142.9106753590008,206294.52152789984,12.273783683776855
7000,4.334205220460892,4.231758117675781,68.83815141834606,0.000291227192762531,1222.7863266300005,205118.8283199452,12.273783683776855
7500,4.274685201644897,4.180559285481771,65.40242161184989,0.00028810647920893213,1302.9610796020002,204353.60749688843,12.273783683776855
8000,4.2326190693378445,4.135083262125651,62.4947943032622,0.0002845365634631833,1383.3791285820002,203735.35801738597,12.273783683776855
8500,4.1833896005153655,4.098756408691406,60.26529557952334,0.00028053047176069537,1463.5688178120004,204315.54427162575,12.273783683776855
9000,4.145322271108627,4.0627586364746096,58.13446192551212,0.0002761028218956436,1543.3866059230008,205267.52729874206,12.273783683776855
9500,4.113198081731796,4.029543050130209,56.23520870389325,0.0002712697698822217,1622.8069814120013,206294.66807631942,12.273783683776855
10000,4.089404006242752,4.0003517150878904,54.61735640366896,0.0002660489510030986,1702.5738705630015,205398.5077565803,12.273783683776855
10500,4.063891855955124,3.9772158304850262,53.36824096121665,0.0002604594154601839,1781.8958487160012,206550.57250838887,12.273783683776855
11000,4.043299892663955,3.9560256958007813,52.24925831420788,0.00025452155886250734,1861.5989133420012,205562.98652856768,12.273783683776855
11500,4.010803567171097,3.9323333740234374,51.02590138129874,0.00024825704780485333,1941.3995464860013,205311.65423756847,12.273783683776855
12000,3.995132110118866,3.9145889282226562,50.12846087959332,0.00024168874080870599,2021.1482899160014,205445.24333955362,12.273783683776855
12500,3.975011862516403,3.8952880859375,49.17021657041322,0.00023484060491398362,2101.2653548170015,204500.7517467791,12.273783683776855
13000,3.968205904006958,3.8786526997884114,48.35901704665216,0.0002277376282259087,2180.7618663430017,206097.09389123874,12.273783683776855
13500,3.9397273752689363,3.8633936564127604,47.62670609930935,0.00022040572873612216,2260.4253904290013,205665.01655529186,12.273783683776855
14000,3.9359326310157776,3.848627217610677,46.92859624165303,0.00021287165975074227,2340.062469183001,205733.31237588968,12.273783683776855
14500,3.905923801422119,3.832536315917969,46.179515666312845,0.00020516291227045238,2419.535414663001,206158.2076899765,12.273783683776855
15000,3.9030436334609986,3.8181920369466145,45.52183208615895,0.00019730761467882027,2499.046493411001,206059.3348497634,12.273783683776855
15500,3.885880776166916,3.8050437927246095,44.92721755519915,0.00018933443010487726,2578.3120619430006,206697.56495073586,12.273783683776855
16000,3.8831667993068697,3.794718933105469,44.46573680244261,0.00018127245183446856,2657.722421594,206320.68752749683,12.273783683776855
16500,3.8681153955459595,3.7796613057454427,43.80120400684926,0.0001731510971520086,2737.5045235349994,205359.3425266776,12.273783683776855
17000,3.8593308596611022,3.772710164388021,43.497791399832025,0.00016499999999999997,2817.3485199819993,205200.14940479127,12.273783683776855
17500,3.847319509744644,3.760969034830729,42.990064670874595,0.00015684890284799134,2896.83207379,206130.69264085716,12.273783683776855
18000,3.8429912259578707,3.7507034301757813,42.55100313472923,0.0001487275481655314,2976.668361146,205219.96378591232,12.273783683776855
18500,3.827598665475845,3.7406489054361978,42.12531664485975,0.0001406655698951227,3056.424258079,205426.81644924066,12.273783683776855
19000,3.8137346704006196,3.730787658691406,41.71195000820881,0.00013269238532117973,3136.4366006079995,204768.40799982628,12.273783683776855
19500,3.8092258441448212,3.7251513163248697,41.477508494157206,0.0001248370877295476,3216.3603219329993,204995.45977565914,12.273783683776855
20000,3.7943062863349915,3.7151939392089846,41.066550726500175,0.00011712834024925766,3296.262495637999,205050.7419296253,12.273783683776855
20500,3.7907633981704714,3.709479268391927,40.83253819664809,0.00010959427126387784,3375.9374667159996,205635.46843287008,12.273783683776855
21000,3.783077079296112,3.702820587158203,40.56155055225813,0.00010226237177409123,3455.6016612549997,205663.2856807345,12.273783683776855
21500,3.7813085284233092,3.695703633626302,40.27390069128858,9.51593950860163e-05,3534.8358798880004,206779.34713899167,12.273783683776855
22000,3.759817220926285,3.689488728841146,40.024378414910295,8.831125919129397e-05,3613.9579157170006,207072.52825760652,12.273783683776855
