Step,Train Loss,val_loss,val_perplexity,lr,accumulated_time,Tokens/Sec,peak_vram_gb,run_id,model,seq_len
20500,3.596130995750427,3.509778849283854,33.44087149344827,0.0001095942712638,5083.906752686991,133442.89851473022,14.579439163208008,gdn2_tiny_256,GDN2,256
21000,3.588257610321045,3.5054784138997395,33.29736996707969,0.000102262371774,5205.48976608098,134755.66645899584,14.579439163208008,gdn2_tiny_256,GDN2,256
21500,3.5878081068992613,3.500659434000651,33.13729661542389,9.51593950860163e-05,5326.616245578975,135263.56968272408,14.579439163208008,gdn2_tiny_256,GDN2,256
22000,3.5777152609825134,3.4966695149739584,33.00534489854763,8.831125919129397e-05,5450.142884353976,132635.3583524825,14.579439163208008,gdn2_tiny_256,GDN2,256
22500,3.5769626281261444,3.492828369140625,32.878809731107616,8.174295219514667e-05,5573.736530512979,132563.44892456735,14.579439163208008,gdn2_tiny_256,GDN2,256
23000,3.571894939184189,3.488610331217448,32.74041774131083,7.547844113749268e-05,5695.27101563997,134809.47389442925,14.579439163208008,gdn2_tiny_256,GDN2,256
23500,3.565841973781586,3.4851364135742187,32.62687755528485,6.954058453981609e-05,5817.235211644962,134334.5058358716,14.579439163208008,gdn2_tiny_256,GDN2,256
24000,3.565750970602036,3.481980387369792,32.52406859397544,6.395104899690133e-05,5938.9897885529645,134565.7832015606,14.579439163208008,gdn2_tiny_256,GDN2,256
24500,3.563135031938553,3.4787742614746096,32.419959318342244,5.873023011777824e-05,6061.0420013079565,134237.631831299,14.579439163208008,gdn2_tiny_256,GDN2,256
25000,3.559962157487869,3.4766810099283854,32.35216716613806,5.389717810435639e-05,6180.640241426954,136991.98235440822,14.579439163208008,gdn2_tiny_256,GDN2,256
25500,3.551655327796936,3.4744277954101563,32.27935285731839,4.94695282393046e-05,6298.751629935956,138716.5133424142,14.579439163208008,gdn2_tiny_256,GDN2,256
26000,3.558358250141144,3.4716334025065105,32.18927757423926,4.546343653681667e-05,6418.376064128956,136961.9853212128,14.579439163208008,gdn2_tiny_256,GDN2,256
26500,3.552699244022369,3.4693402608235675,32.11554756907311,4.189352079106784e-05,6537.343062037951,137718.86563476193,14.579439163208008,gdn2_tiny_256,GDN2,256
27000,3.5521661522388457,3.4670918782552085,32.04342064658792,3.877280723746901e-05,6656.549860109953,137441.8260114989,14.579439163208008,gdn2_tiny_256,GDN2,256
27500,3.5421657152175903,3.465343221028646,31.987436650186083,3.6112683021346346e-05,6775.858745354955,137324.2233078895,14.579439163208008,gdn2_tiny_256,GDN2,256
28000,3.5507957735061644,3.4639551798502604,31.943067571102706,3.392285464748298e-05,6894.737192252956,137821.45062895742,14.579439163208008,gdn2_tiny_256,GDN2,256
28500,3.5457105691432957,3.462424723307292,31.894217485337837,3.2211312562135625e-05,7013.390686817962,138082.74303310853,14.579439163208008,gdn2_tiny_256,GDN2,256
29000,3.537110500097275,3.460870361328125,31.844680835239643,3.0984301996762714e-05,7132.093113416966,138025.82196021828,14.579439163208008,gdn2_tiny_256,GDN2,256
29500,3.5350425124168394,3.4603167215983075,31.82705523431257,3.0246300179852137e-05,7250.845910585966,137967.276481779,14.579439163208008,gdn2_tiny_256,GDN2,256
30000,3.543888416290283,3.459094746907552,31.788187131090737,3e-05,7369.641596847956,137917.46582335452,14.579439163208008,gdn2_tiny_256,GDN2,256
500,9.002680447101593,7.117801920572917,1233.7356020058853,3.75e-05,237.82066446299723,68892.2471770707,11.55128574371338,gla_small_2048,GLA,2048
1000,6.599306234359741,6.123289998372396,456.3636630540606,7.5e-05,446.5035973019985,78511.45168944047,11.55128574371338,gla_small_2048,GLA,2048
1500,5.873077302455902,5.55025634765625,257.3035066031228,0.0001125,655.0079273989977,78578.7038205774,11.55128574371338,gla_small_2048,GLA,2048
2000,5.374005543231964,5.112620035807292,166.10498626197528,0.00015,863.707790405002,78505.08267716799,11.55128574371338,gla_small_2048,GLA,2048
2500,4.99534347820282,4.792083231608073,120.55224550346006,0.0001874999999999,1072.3667784080026,78520.46133648648,11.55128574371338,gla_small_2048,GLA,2048
3000,4.724419703483582,4.553116861979166,94.9278246171582,0.000225,1280.9488883370068,78549.40198647275,11.55128574371338,gla_small_2048,GLA,2048
3500,4.51577917265892,4.363865152994792,78.56019553204386,0.0002625,1489.170040506011,78685.56978640579,11.55128574371338,gla_small_2048,GLA,2048
4000,4.348445161819458,4.223960876464844,68.30349089456604,0.0002999999999999,1698.034049372014,78443.38566972144,11.55128574371338,gla_small_2048,GLA,2048
4500,4.203638126373291,4.085169728597005,59.45202760418575,0.0002997536998201,1906.530147393016,78581.80635279635,11.55128574371338,gla_small_2048,GLA,2048
5000,4.085847721099854,3.9797953287760417,53.506081951439306,0.0002990156980032,2115.138836235019,78539.39397705997,11.55128574371338,gla_small_2048,GLA,2048
5500,3.9972076807022097,3.89085210164388,48.952581332126975,0.0002977886874378,2323.820224005016,78512.03298522247,11.55128574371338,gla_small_2048,GLA,2048
6000,3.903680202484131,3.812523651123047,45.264526720490046,0.0002960771453525,2532.613095254019,78470.1120397004,11.55128574371338,gla_small_2048,GLA,2048
6500,3.8456087665557854,3.750105285644531,42.52555909527011,0.0002938873169786,2741.0872954270235,78590.06047944329,11.55128574371338,gla_small_2048,GLA,2048
7000,3.784150665998459,3.6935043334960938,40.18542362572818,0.0002912271927625,2949.591697406024,78578.67673052837,11.55128574371338,gla_small_2048,GLA,2048
7500,3.723694049835205,3.6517669677734377,38.54270964174864,0.0002881064792089,3158.2290167240208,78528.616325961,11.55128574371338,gla_small_2048,GLA,2048
8000,3.6870431489944457,3.6110516866048177,37.00494996762296,0.0002845365634631,3366.973488149015,78488.30624425464,11.55128574371338,gla_small_2048,GLA,2048
8500,3.674787389516831,3.578381093343099,35.815511917362926,0.0002805304717606,3575.7699200430143,78468.77387405613,11.55128574371338,gla_small_2048,GLA,2048
9000,3.6322588326931,3.547928873697917,34.741289325548586,0.0002761028218956,3784.436119129016,78517.74782770344,11.55128574371338,gla_small_2048,GLA,2048
9500,3.605253917694092,3.5184092203776043,33.73072760793315,0.0002712697698822,3992.914522819017,78588.47588051509,11.55128574371338,gla_small_2048,GLA,2048
10000,3.5645458059310915,3.49520975748698,32.9572002475283,0.000266048951003,4201.447325178015,78567.97498838724,11.55128574371338,gla_small_2048,GLA,2048
10500,3.550703701972961,3.47542724609375,32.3116306059197,0.0002604594154601,4410.149922746015,78504.05405070084,11.55128574371338,gla_small_2048,GLA,2048
11000,3.538393226385117,3.455035654703776,31.65941746930304,0.0002545215588625,4618.700684125011,78561.20923109756,11.55128574371338,gla_small_2048,GLA,2048
11500,3.5115368008613586,3.440131123860677,31.191047790784943,0.0002482570478048,4827.475345650011,78476.95635247427,11.55128574371338,gla_small_2048,GLA,2048
12000,3.4963898651599883,3.417432657877604,30.49103353330985,0.0002416887408087,5036.086828784013,78538.34196402176,11.55128574371338,gla_small_2048,GLA,2048
12500,3.4744899604320527,3.402864074707032,30.050042482490763,0.0002348406049139,5244.471816507015,78623.70595418605,11.55128574371338,gla_small_2048,GLA,2048
13000,3.46300945019722,3.389490254720052,29.6508340447733,0.0002277376282259,5453.103238726013,78530.83598692979,11.55128574371338,gla_small_2048,GLA,2048
13500,3.4434519908428194,3.374522908528646,29.21034445011888,0.0002204057287361,5661.671386146008,78554.66044394302,11.55128574371338,gla_small_2048,GLA,2048
14000,3.438150181055069,3.3633056640625,28.884515742102845,0.0002128716597507,5869.9415217920105,78667.06356713563,11.55128574371338,gla_small_2048,GLA,2048
14500,3.425300816774368,3.3475107828776043,28.431872382268068,0.0002051629122704,6078.576807674006,78529.38169465169,11.55128574371338,gla_small_2048,GLA,2048
15000,3.4198590989112856,3.3349258422851564,28.076301072269427,0.0001973076146788,6287.086243580001,78576.77964937096,11.55128574371338,gla_small_2048,GLA,2048
15500,3.401377235174179,3.3211657206217446,27.6926136007608,0.0001893344301048,6495.560385018995,78590.08262084385,11.55128574371338,gla_small_2048,GLA,2048
16000,3.389721006155014,3.31002909342448,27.385922210572865,0.0001812724518344,6704.049011316994,78584.62253275051,11.55128574371338,gla_small_2048,GLA,2048
16500,3.3737999029159544,3.298267110188802,27.06569638978133,0.000173151097152,6912.510189058994,78594.96994820559,11.55128574371338,gla_small_2048,GLA,2048
17000,3.3669472477436067,3.2881149291992187,26.792310620407008,0.0001649999999999,7121.218528273988,78501.8943738637,11.55128574371338,gla_small_2048,GLA,2048
17500,3.3557986776828765,3.2791758219401044,26.553878554666344,0.0001568489028479,7329.892496197986,78514.82464725678,11.55128574371338,gla_small_2048,GLA,2048
18000,3.349420778989792,3.2712371826171878,26.343911419584987,0.0001487275481655,7538.381084544992,78584.63683744037,11.55128574371338,gla_small_2048,GLA,2048
18500,3.334999407052994,3.261900329589844,26.09908691428934,0.0001406655698951,7746.775299450994,78620.22468997103,11.55128574371338,gla_small_2048,GLA,2048
19000,3.3209074721336367,3.254966735839844,25.918752354129914,0.0001326923853211,7955.42069902199,78525.57513219926,11.55128574371338,gla_small_2048,GLA,2048
19500,3.32604385137558,3.244567616780599,25.650616765867085,0.0001248370877295,8163.93188517799,78576.12007320381,11.55128574371338,gla_small_2048,GLA,2048
20000,3.307257566928864,3.235213216145833,25.411789405060805,0.0001171283402492,8372.335332977986,78616.74157964834,11.55128574371338,gla_small_2048,GLA,2048
20500,3.313867602348328,3.2283114115397136,25.23700605397917,0.0001095942712638,8581.054277024989,78497.90575938509,11.55128574371338,gla_small_2048,GLA,2048
21000,3.2930934405326844,3.2219263712565103,25.07638010099666,0.000102262371774,8789.634229591982,78550.21443030407,11.55128574371338,gla_small_2048,GLA,2048
21500,3.296987438201904,3.214703369140625,24.895905921794803,9.51593950860163e-05,8997.924703415985,78659.38225213221,11.55128574371338,gla_small_2048,GLA,2048
22000,3.2890718269348143,3.207098897298177,24.707303725140207,8.831125919129396e-05,9207.01819721899,78357.29224284743,11.55128574371338,gla_small_2048,GLA,2048
22500,3.283996208906174,3.201190694173177,24.56175833530207,8.174295219514667e-05,9415.74633317699,78494.44889066936,11.55128574371338,gla_small_2048,GLA,2048
23000,3.262892403364181,3.1952641805013022,24.41662323610237,7.547844113749266e-05,9624.47638331799,78493.7290482729,11.55128574371338,gla_small_2048,GLA,2048
23500,3.264750579118729,3.19002431233724,24.289017958711945,6.954058453981609e-05,9832.920280148988,78601.48581507163,11.55128574371338,gla_small_2048,GLA,2048
24000,3.258720244169236,3.1858446756998697,24.18771055092387,6.395104899690133e-05,10041.741464050989,78459.47280755285,11.55128574371338,gla_small_2048,GLA,2048
24500,3.260400797843933,3.1811838785807294,24.07523884676899,5.873023011777823e-05,10250.277864994983,78566.61918894516,11.55128574371338,gla_small_2048,GLA,2048
25000,3.2491826932430268,3.176594034830729,23.96499046718345,5.389717810435639e-05,10458.559649435983,78662.66387131393,11.55128574371338,gla_small_2048,GLA,2048
25500,3.2444384925365446,3.1720367431640626,23.85602350155149,4.946952823930459e-05,10667.164774361983,78540.73578399459,11.55128574371338,gla_small_2048,GLA,2048
26000,3.243427701473236,3.167816162109375,23.755549399414583,4.546343653681667e-05,10875.854613953985,78508.85329171573,11.55128574371338,gla_small_2048,GLA,2048
26500,3.231730895757676,3.163765207926432,23.65951141128554,4.189352079106784e-05,11084.30557687798,78598.8213735124,11.55128574371338,gla_small_2048,GLA,2048
27000,3.2292751903533934,3.160356140136719,23.578991859299972,3.877280723746901e-05,11292.82635465698,78572.50569708049,11.55128574371338,gla_small_2048,GLA,2048
27500,3.2206948964595794,3.158699544270833,23.53996333503561,3.611268302134634e-05,11501.31335228598,78585.23642397682,11.55128574371338,gla_small_2048,GLA,2048
28000,3.231717744588852,3.155077107747396,23.454845572013767,3.392285464748298e-05,11709.675595023982,78632.28857927682,11.55128574371338,gla_small_2048,GLA,2048
28500,3.2285289914608,3.152237955729167,23.38834814269451,3.2211312562135625e-05,11917.911293504983,78680.07320317693,11.55128574371338,gla_small_2048,GLA,2048
29000,3.2154557993412016,3.1497350056966145,23.329881476045298,3.098430199676271e-05,12126.259652371984,78637.52846001004,11.55128574371338,gla_small_2048,GLA,2048
29500,3.2254663255214693,3.1474924723307294,23.27762205705936,3.024630017985213e-05,12335.014366357987,78484.45521138511,11.55128574371338,gla_small_2048,GLA,2048
30000,3.2198153154850004,3.1461407979329428,23.2461795460892,3e-05,12543.511200143985,78581.52904526435,11.55128574371338,gla_small_2048,GLA,2048
500,8.78091890525818,7.226787312825521,1375.7953962143995,3.75e-05,186.52289871001267,87839.08095633995,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
1000,6.679540540218353,6.172681681315104,479.4701697904006,7.5e-05,371.7313458319986,88462.48783247353,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
1500,5.936409327507019,5.578799438476563,264.7535619691499,0.0001125,556.659931903996,88596.36223910397,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
2000,5.427671155452728,5.120797729492187,167.46891123849835,0.00015,741.7389628749806,88524.34505434908,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
2500,5.0420181255340575,4.803264363606771,121.90771982030697,0.0001874999999999,926.552019677998,88651.74508456323,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
3000,4.756692329168319,4.516976928710937,91.55839163697546,0.000225,1111.4430876980186,88614.34019206319,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
3500,4.482324117660522,4.231870778401693,68.84590721133371,0.0002625,1296.2431383620133,88657.98435190669,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
4000,4.254376696825028,4.058739725748698,57.90129356817828,0.0002999999999999,1481.15836127699,88602.76477904306,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
4500,4.098205066680908,3.920241292317708,50.41260748552443,0.0002997536998201,1666.0316194119805,88622.87691190446,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
5000,3.987813401699066,3.82750981648763,45.947976759712965,0.0002990156980032,1850.961969617987,88595.51707845004,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
5500,3.913976654052735,3.761094156901042,42.995444013299306,0.0002977886874378,2035.7371354939824,88669.92445833056,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
6000,3.8342571160793306,3.699079132080078,40.41007487938299,0.0002960771453525,2220.652747023996,88602.57857320335,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
6500,3.792212193965912,3.649673970540365,38.46212421906462,0.0002938873169786,2405.5106360890204,88630.24501073302,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
7000,3.74578330373764,3.6093737284342446,36.94290927487331,0.0002912271927625,2590.4150389640126,88607.94954177852,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
7500,3.6964514338970185,3.5717569986979165,35.57905061232146,0.0002881064792089,2775.3108728640077,88612.05606645352,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
8000,3.668013902425766,3.542749786376953,34.56182628301655,0.0002845365634631,2960.2009190350072,88614.82994518193,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
8500,3.659480976104736,3.5144287109375,33.59672899656481,0.0002805304717606,3145.0713882700074,88624.21384982418,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
9000,3.624960287809372,3.4937957763671874,32.91063231946139,0.0002761028218956,3329.9691926430096,88611.11171957383,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
9500,3.5997214896678926,3.468512217203776,32.08896550188683,0.0002712697698822,3514.7580032290134,88663.37711706094,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
10000,3.5618834767341614,3.446946716308594,31.404359357167102,0.000266048951003,3699.630142155016,88623.41343147383,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
10500,3.551127332210541,3.4300521850585937,30.87825409113172,0.0002604594154601,3884.479943911021,88634.12264637578,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
11000,3.541996680736542,3.4093170166015625,30.244580657273097,0.0002545215588625,4069.388018000027,88606.19029601451,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
11500,3.5163596346378325,3.3926966349283854,29.74605847349432,0.0002482570478048,4254.249952541024,88628.30544687663,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
12000,3.5036644911766053,3.376908365885417,29.28010765667664,0.0002416887408087,4439.094140997011,88636.81426425354,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
12500,3.48475239777565,3.362812296549479,28.870268575239983,0.0002348406049139,4623.920776146988,88645.2322561911,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
13000,3.473113710641861,3.348016103108724,28.446243213221457,0.0002277376282259,4808.847723440005,88597.14735916504,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
13500,3.456929008483886,3.337361653645833,28.14477300388684,0.0002204057287361,4993.665461213008,88649.49975809793,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
14000,3.452794373512268,3.325636291503906,27.816692537963743,0.0002128716597507,5178.578903043002,88603.61820025554,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
14500,3.441228575229645,3.312358601888021,27.4497923122323,0.0002051629122704,5363.487600022985,88605.89181358865,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
15000,3.4363444933891296,3.303045654296875,27.19534052220186,0.0001973076146788,5548.432403011975,88588.59365177924,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
15500,3.4197129576206207,3.289776611328125,26.836867933950263,0.0001893344301048,5733.316888129979,88617.495348746,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
16000,3.409655936717987,3.2825841267903644,26.644536675232317,0.0001812724518344,5918.275985895976,88581.74698023435,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
16500,3.3941350774765016,3.2700828552246093,26.31351946551296,0.000173151097152,6103.165200949967,88615.22828800815,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
17000,3.3892767882347106,3.262581888834636,26.116881051446928,0.0001649999999999,6288.022569032968,88630.4947966345,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
17500,3.379371338605881,3.2536773681640625,25.88535508795248,0.0001568489028479,6472.810427654971,88663.8338805292,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
18000,3.3733409349918366,3.246199035644531,25.692497819411845,0.0001487275481655,6657.641897013964,88642.91376798956,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
18500,3.361280084371567,3.23776117960612,25.476620274194087,0.0001406655698951,6842.476623901981,88641.35152441522,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
19000,3.347461642026901,3.228626505533854,25.24495933596676,0.0001326923853211,7027.3764275680005,88610.15358130967,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
19500,3.352706711530685,3.2212865193684896,25.06034006401553,0.0001248370877295,7212.194326736004,88649.42234359347,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
20000,3.3360046010017395,3.214994557698568,24.9031563803129,0.0001171283402492,7397.099086164992,88607.77867804014,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
20500,3.3441505081653595,3.209037272135417,24.75524218732156,0.0001095942712638,7581.974303764,88621.93761165245,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
21000,3.3235138187408446,3.201213582356771,24.56232051576985,0.000102262371774,7766.840350040002,88626.33420276095,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
21500,3.328958207130432,3.194894409179688,24.407596338105844,9.51593950860163e-05,7951.683987838012,88637.07831753317,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
22000,3.3214662158489228,3.189783223470052,24.283162852715986,8.831125919129396e-05,8136.586216712021,88608.99135598818,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
22500,3.3172433807849884,3.1840695699055988,24.144812890981356,8.174295219514667e-05,8321.440266184043,88632.08594453734,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
23000,3.295936466217041,3.179431660970052,24.03309072640363,7.547844113749266e-05,8506.355694631056,88602.66629777064,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
23500,3.2984646751880646,3.175736999511719,23.94446042267658,6.954058453981609e-05,8691.26374042005,88606.20385711304,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
24000,3.294534154891968,3.170428975423177,23.817699372944123,6.395104899690133e-05,8876.209831193031,88587.97680731284,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
24500,3.2967214608192443,3.166416931152344,23.722333143319897,5.873023011777823e-05,9061.130598509044,88600.10823987793,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
25000,3.28616819357872,3.162799835205078,23.6366821854974,5.389717810435639e-05,9246.07400092305,88589.26453252697,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
25500,3.282482832431793,3.158776601155599,23.54177732116688,4.946952823930459e-05,9430.968929215043,88612.49008477818,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
26000,3.2816898829936982,3.1559377034505207,23.47503939944472,4.546343653681667e-05,9615.85344111806,88617.48251034952,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
26500,3.2700612876415254,3.151910654703776,23.380694364978183,4.189352079106784e-05,9800.69552630806,88637.82283757906,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
27000,3.2675898399353027,3.1497726440429688,23.330759590729983,3.877280723746901e-05,9985.613655440044,88601.37227705814,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
27500,3.260616670846939,3.147124735514323,23.26906359215835,3.611268302134634e-05,10170.433550709044,88648.46490770686,17.212790489196777,transformer_small_2048,TRANSFORMER,2048
